,Year,Modle,KM,Hand,CM,Color,Area,Gearbox,Price,IsNew,IsSaved,WithoutAccidents
3422,2007, סובארו B4,230000,3,1994,אפור,אזור חיפה וחוף הכרמל,אוטומטית,12500.0,0,1,0
3423,2009, סובארו B4,257000,2,1994,שחור,אזור רמלה - לוד,אוטומטית,20000.0,1,1,0
3424,2008, סובארו B4,193000,3,1994,שחור מטאלי,אזור רמלה - לוד,אוטומטית,11000.0,0,0,0
3425,2015, סובארו XV,75000,2,1600,לבן שנהב,אזור מושבים בדרום,אוטומטית,67000.0,0,1,0
3426,2014, סובארו XV,160000,2,1995,לבן מטאלי,אזור רעננה - כפר סבא,אוטומטית,65000.0,1,1,0
3427,2015, סובארו אימפרזה,160000,2,1600,כחול בהיר מטאלי,אזור אזור דרום,אוטומטית,32000.0,0,0,0
3428,1991, סובארו לגאסי,195000,1,1820,אפור מטאלי,אזור תל אביב,אוטומטית,4200.0,0,1,0
3429,2005, סובארו אימפרזה,193253,2,1597,אפור מטאלי,אזור מושבים בצפון,אוטומטית,9500.0,1,0,0
3430,2006, סובארו אימפרזה,350000,2,1597,אפור מטאלי,"אזור ראשל""צ והסביבה",אוטומטית,5000.0,0,0,0
3431,2017, סובארו XV,28000,1,1600,אפור עכבר,אזור באר שבע והסביבה,אוטומטית,88000.0,0,1,0
3432,1998, סובארו אימפרזה,160000,3,1597,כסוף,אזור יישובי השומרון,אוטומטית,5000.0,0,0,0
3433,2019, סובארו אימפרזה,11000,2,1600,כסוף,אזור מושבים בשפלה,אוטומטית,92000.0,0,1,0
3434,2014, סובארו XV,87000,2,1600,לבן,אזור אשדוד - אשקלון,אוטומטית,57000.0,0,1,0
3435,2008, סובארו B3 האצ’בק,162000,6,1498,אפור,אזור יישובי השומרון,ידנית,17200.0,1,1,0
3436,2008, סובארו B3 האצ’בק,150000,5,1498,שחור,"אזור ראשל""צ והסביבה",אוטומטית,14500.0,0,0,0
3437,2017, סובארו XV,95000,1,1600,לבן פנינה,אזור זכרון - בנימינה,אוטומטית,80000.0,0,1,1
3438,2016, סובארו אימפרזה,136200,3,1600,אפור עכבר,אזור רמת גן - גבעתיים,אוטומטית,35000.0,0,0,0
3439,2018, סובארו אימפרזה,157000,2,1995,שחור מטאלי,אזור רעננה - כפר סבא,אוטומטית,53000.0,0,1,1
3440,2014, סובארו XV,87000,2,1600,לבן,אזור אשדוד - אשקלון,אוטומטית,57000.0,0,1,0
3441,2007, סובארו אימפרזה,205000,2,1498,לבן,אזור מושבים בשפלה,אוטומטית,12900.0,1,1,0
3442,2008, סובארו B3 האצ’בק,192000,4,1498,לבן פנינה,"אזור ראשל""צ והסביבה",אוטומטית,14900.0,0,0,0
3443,2006, סובארו אימפרזה,184000,4,1597,אפור,אזור ירושלים והסביבה,אוטומטית,7200.0,0,0,0
3444,2015, סובארו אימפרזה,135000,2,1600,שחור,אזור הוד השרון והסביבה,אוטומטית,46000.0,1,0,0
3445,2015, סובארו אימפרזה,174000,3,1600,שחור,"אזור ראשל""צ והסביבה",אוטומטית,28000.0,0,1,0
3446,2010, סובארו B3 האצ’בק,136000,5,1498,אפור,אזור ירושלים והסביבה,אוטומטית,17500.0,0,0,0
3447,2015, סובארו XV,190000,2,1600,לבן מטאלי,אזור מושבים בצפון,אוטומטית,50000.0,0,0,0
3448,2008, סובארו B3 האצ’בק,174000,3,1498,אפור מטאלי,אזור עכו - נהריה,אוטומטית,13000.0,1,0,0
3449,2011, סובארו B4,240000,4,1995,זהב,אזור טבריה והסביבה,אוטומטית,17000.0,0,0,0
3450,2009, סובארו B3 סדאן,234000,3,1498,כחול כהה מטאלי,אזור הוד השרון והסביבה,אוטומטית,11000.0,0,1,0
3451,2007, סובארו אימפרזה,130000,2,1498,כסוף,אזור ירושלים והסביבה,אוטומטית,7500.0,1,0,0
3452,2005, סובארו אימפרזה,202166,2,1994,אפור,אזור עכו - נהריה,אוטומטית,7000.0,0,1,0
3453,2004, סובארו אימפרזה,184200,4,1994,שחור,אזור בית שמש והסביבה,אוטומטית,11000.0,0,1,0
3454,2015, סובארו XV,75000,2,1600,לבן שנהב,אזור מושבים בדרום,אוטומטית,67000.0,0,1,0
3455,2008, סובארו B3 האצ’בק,217000,2,1994,סגול חציל,אזור נתניה והסביבה,אוטומטית,30000.0,0,0,0
3456,2005, סובארו אימפרזה,260000,3,1994,לבן שנהב,אזור באר שבע והסביבה,אוטומטית,15000.0,0,1,0
3457,2017, סובארו XV,120000,1,1995,אפור מטאלי,אזור חדרה וישובי עמק חפר,אוטומטית,95000.0,0,1,0
3458,2007, סובארו אימפרזה,116000,6,1994,כסוף,אזור פתח תקוה והסביבה,אוטומטית,22000.0,0,1,0
3459,2013, סובארו XV,200000,2,1995,שחור,אזור באר שבע והסביבה,אוטומטית,52000.0,0,1,0
3460,2001, סובארו אימפרזה,145000,5,1994,כחול בהיר מטאלי,אזור חולון - בת ים,ידנית,NaN,1,1,0
3461,2014, סובארו BRZ,130000,3,1998,לבן פנינה,אזור זכרון - בנימינה,ידנית,NaN,0,1,0
3462,2008, סובארו B3 האצ’בק,212000,1,1498,אפור מטאלי,אזור רעננה - כפר סבא,אוטומטית,NaN,0,0,0
3463,2016, סובארו אאוטבק,227000,1,2498,כסוף,אזור אשדוד - אשקלון,אוטומטית,78000.0,0,1,0
3464,2021, סובארו XV,20000,1,1995,לבן פנינה,אזור מושבים בצפון,אוטומטית,164000.0,1,0,0
3465,2012, סובארו B4,230000,3,1994,אפור מטאלי,אזור חולון - בת ים,אוטומטית,27000.0,0,0,0
3466,2008, סובארו B3 האצ’בק,199000,2,1498,אפור מטאלי,אזור ירושלים והסביבה,אוטומטית,9000.0,0,0,0
3467,2007, סובארו אימפרזה,250000,3,1498,לבן,אזור חולון - בת ים,אוטומטית,6500.0,0,0,0
3468,2008, סובארו אימפרזה,161000,8,2457,שחור מטאלי,אזור מושבים בצפון,ידנית,120000.0,0,0,0
3469,2016, סובארו אאוטבק,81000,1,2500,פרטית,אזור מושבים במרכז,אוטומטית,25000.0,0,0,0
3470,2015, סובארו B4,307483,1,2498,כסוף,אזור ירושלים והסביבה,אוטומטית,NaN,0,0,0
3471,2016, סובארו XV,67000,1,1600,לבן פנינה,אזור רעננה - כפר סבא,אוטומטית,72000.0,1,1,1
3472,2016, סובארו XV,95000,2,2000,תכלת,אזור נס ציונה - רחובות,אוטומטית,73500.0,0,0,0
3473,2017, סובארו XV,32000,1,1600,לבן,אזור חיפה וחוף הכרמל,אוטומטית,90000.0,0,1,0
3474,2017, סובארו XV,110000,2,1600,שחור,אזור אשדוד - אשקלון,אוטומטית,57000.0,0,1,0
3475,2011, סובארו B4,205000,3,1994,כסוף,אזור קריות,אוטומטית,21000.0,0,0,0
3476,1992, סובארו לאונה,300000,1,1600,בורדו,"אזור ראשל""צ והסביבה",אוטומטית,29000.0,0,0,0
3477,2013, סובארו אימפרזה,165000,3,1600,לבן שנהב,אזור רמת השרון - הרצליה,אוטומטית,27000.0,1,0,0
3478,2008, סובארו B3 האצ’בק,170000,3,1994,לבן פנינה,אזור מודיעין והסביבה,אוטומטית,17900.0,1,0,0
3479,2007, סובארו B4,208000,4,1994,לבן,אזור רעננה - כפר סבא,אוטומטית,13500.0,0,1,0
3480,2016, סובארו XV,133000,2,1600,לבן שנהב,אזור עמק יזרעאל,אוטומטית,75300.0,0,0,1
3481,2008, סובארו B3 סדאן,280000,4,1498,לבן פנינה,אזור טבריה והסביבה,אוטומטית,9800.0,1,0,0
3482,2008, סובארו אימפרזה,161000,8,2457,שחור מטאלי,אזור מושבים בצפון,ידנית,120000.0,0,0,0
3483,2007, סובארו B4,255000,5,1994,כסוף,אזור מושבים בדרום,אוטומטית,NaN,0,1,0
3484,2011, סובארו B3 האצ’בק,52000,2,1498,לבן,אזור רעננה - כפר סבא,אוטומטית,NaN,0,1,1
3485,2015, סובארו XV,82000,1,1995,חום,אזור רמת השרון - הרצליה,אוטומטית,77000.0,0,1,0
3486,2017, סובארו XV,77000,1,1995,כסוף,אזור נתניה והסביבה,אוטומטית,94000.0,0,0,0
3487,2014, סובארו אימפרזה,148000,3,1600,לבן מטאלי,"אזור ראשל""צ והסביבה",אוטומטית,36000.0,0,0,0
3488,1997, סובארו אימפרזה,398000,3,1597,אדום,אזור יישובי השומרון,ידנית,6500.0,0,1,0
3489,2005, סובארו אימפרזה,217000,4,1597,כסוף,אזור ירושלים והסביבה,אוטומטית,7500.0,1,1,0
3490,2009, סובארו B3 סדאן,218000,3,1498,אדום מטאלי,אזור יישובי השומרון,אוטומטית,4999.0,0,0,0
3491,2008, סובארו B3 האצ’בק,101000,3,1498,כחול,אזור מושבים בצפון,אוטומטית,17000.0,0,0,1
3492,2008, סובארו B3 האצ’בק,217000,3,1498,כחול כהה,אזור בקעת אונו,אוטומטית,11000.0,1,1,0
3493,2010, סובארו אאוטבק,210000,4,2457,כסוף,אזור מושבים בדרום,אוטומטית,NaN,0,0,0
3494,1993, סובארו לאונה,211100,4,1600,לבן שנהב,אזור עמק יזרעאל,ידנית,NaN,0,0,0
3495,2008, סובארו B4,148000,2,1994,לבן פנינה,אזור חולון - בת ים,אוטומטית,15500.0,1,0,1
3496,2006, סובארו אימפרזה,140000,2,1597,אפור מטאלי,אזור רמת גן - גבעתיים,אוטומטית,7000.0,1,1,1
3497,2008, סובארו B3 האצ’בק,180000,3,1994,לבן שנהב,אזור אילת והערבה,אוטומטית,17000.0,0,1,0
3498,2016, סובארו XV,180000,1,1995,שחור מטאלי,אזור נתניה והסביבה,אוטומטית,84000.0,0,1,0
3499,2008, סובארו B3 האצ’בק,181000,3,1498,אפור,אזור יישובי השומרון,אוטומטית,10900.0,0,0,0
3500,2006, סובארו B4,235000,5,1994,כחול כהה,אזור אשדוד - אשקלון,אוטומטית,14000.0,1,0,0
3501,2016, סובארו B4,86000,1,2498,אפור מטאלי,אזור רמלה - לוד,אוטומטית,70000.0,0,1,1
3502,2008, סובארו B3 האצ’בק,109000,2,1498,כחול כהה מטאלי,אזור ירושלים והסביבה,אוטומטית,13500.0,0,1,0
3503,2003, סובארו אאוטבק,210000,2,3000,ירוק בקבוק,אזור מושבים בשפלה,אוטומטית,16000.0,0,1,0
3504,2018, סובארו XV,39000,1,1995,אפור מטאלי,אזור קריות,אוטומטית,115000.0,0,0,0
3505,2000, סובארו אימפרזה,330000,3,1597,לבן,"אזור ראשל""צ והסביבה",ידנית,NaN,0,0,0
3506,2006, סובארו אימפרזה,260000,2,1597,אפור עכבר,אזור רמלה - לוד,אוטומטית,NaN,0,1,0
3507,2009, סובארו B3 סדאן,130000,3,1498,כחול בהיר,אזור בית שמש והסביבה,אוטומטית,NaN,0,1,0
3508,2008, סובארו B3 האצ’בק,210000,3,1498,כסף מטלי,אזור מושבים בצפון,אוטומטית,9800.0,1,1,0
3509,2017, סובארו XV,40000,2,1995,לבן פנינה,"אזור ראשל""צ והסביבה",אוטומטית,95000.0,1,0,0
3510,2010, סובארו B3 סדאן,104000,2,1498,זהב,אזור ירושלים והסביבה,אוטומטית,23500.0,0,0,0
3511,2009, סובארו B3 סדאן,218000,3,1498,אדום מטאלי,אזור יישובי השומרון,אוטומטית,4999.0,0,0,0
3512,1986, סובארו לאונה,350000,4,1600,לבן שנהב,אזור חיפה וחוף הכרמל,ידנית,7000.0,0,0,0
3513,2016, סובארו אאוטבק,120000,1,2498,ברונזה מטאלי,אזור מושבים בשרון,אוטומטית,100000.0,1,1,0
3514,2008, סובארו B3 האצ’בק,181000,3,1498,אפור,אזור יישובי השומרון,אוטומטית,10900.0,0,0,0
3515,2009, סובארו B3 האצ’בק,156500,3,1498,כסוף מטאלי,אזור באר שבע והסביבה,אוטומטית,15900.0,1,1,0
3516,2008, סובארו B4,136030,4,1994,אפור מטאלי,אזור רמלה - לוד,אוטומטית,19500.0,1,0,0
3517,2014, סובארו אאוטבק,164777,2,2498,שמפניה,אזור תל אביב,אוטומטית,75000.0,0,0,1
3518,2015, סובארו XV,100000,1,1600,לבן מטאלי,אזור רמת גן - גבעתיים,אוטומטית,67000.0,0,1,0
3519,2018, סובארו אימפרזה,122000,2,1600,כסוף,אזור חולון - בת ים,אוטומטית,68000.0,1,0,0
3520,2011, סובארו אאוטבק,167000,2,2457,לבן פנינה,אזור חיפה וחוף הכרמל,אוטומטית,55000.0,0,0,0
3521,2009, סובארו B3 האצ’בק,156000,3,1498,לבן מטאלי,אזור בית שמש והסביבה,אוטומטית,13500.0,0,1,0
3522,2016, סובארו XV,180000,1,1995,כסוף מטאלי,אזור בקעת אונו,אוטומטית,84000.0,0,1,0
3523,2009, סובארו B3 סדאן,227000,5,1498,לבן פנינה,אזור נתניה והסביבה,אוטומטית,9000.0,1,1,0
3524,2009, סובארו B4,178000,5,1994,אפור מטאלי,אזור פתח תקוה והסביבה,אוטומטית,22000.0,0,0,0
3525,2021, סובארו XV,4700,2,1995,לבן,אזור פתח תקוה והסביבה,אוטומטית,135000.0,0,0,1
3526,2017, סובארו אאוטבק,110000,1,2498,ברונזה,אזור עמק יזרעאל,אוטומטית,110000.0,0,1,0
3527,2015, סובארו XV,145000,2,1995,שחור מטאלי,אזור חולון - בת ים,אוטומטית,69000.0,0,0,1
3528,2016, סובארו XV,55000,2,1600,כסוף מטאלי,אזור מושבים בצפון,אוטומטית,80000.0,0,1,0
3529,2008, סובארו B3 האצ’בק,185000,3,1498,כסוף,אזור חולון - בת ים,אוטומטית,14000.0,0,0,0
3530,2010, סובארו B4,215000,4,1994,זהב,אזור מושבים בצפון,אוטומטית,23000.0,0,1,0
3531,2009, סובארו B3 סדאן,204000,3,1498,שחור,אזור זכרון - בנימינה,אוטומטית,10000.0,1,0,0
3532,2008, סובארו B4,199400,4,1994,שחור מטאלי,אזור נס ציונה - רחובות,אוטומטית,14500.0,1,0,0
3533,2017, סובארו אאוטבק,104700,2,2498,אפור מטאלי,אזור תל אביב,אוטומטית,125000.0,1,0,0
3534,2009, סובארו B4,143000,2,1994,לבן,אזור קריות,אוטומטית,19500.0,0,0,0
3535,2005, סובארו אימפרזה,240000,4,1597,לבן,אזור רמלה - לוד,אוטומטית,6800.0,1,1,0
3536,2008, סובארו B4,208000,3,1994,שחור,אזור מושבים בצפון,אוטומטית,18000.0,1,0,0
3537,1999, סובארו אימפרזה,200000,10,1994,אפור עכבר,אזור עמק יזרעאל,ידנית,90000.0,0,0,0
3538,2009, סובארו B3 סדאן,140000,6,1498,לבן פנינה,אזור ירושלים והסביבה,אוטומטית,12200.0,0,1,0
3539,2005, סובארו אימפרזה,383000,4,1597,כסוף,"אזור ראשל""צ והסביבה",אוטומטית,4500.0,0,1,0
3540,2014, סובארו XV,160000,2,1995,לבן מטאלי,אזור רעננה - כפר סבא,אוטומטית,64000.0,1,1,0
3541,2009, סובארו B3 סדאן,204000,3,1498,שחור,אזור זכרון - בנימינה,אוטומטית,10000.0,1,0,0
3542,2013, סובארו אימפרזה,160000,3,1600,לבן פנינה,אזור רמלה - לוד,אוטומטית,29500.0,1,1,0
3543,2012, סובארו B4,280000,2,2457,אפור מטאלי,אזור כרמיאל והסביבה,אוטומטית,29900.0,0,0,0
3544,2008, סובארו B4,190000,10,1994,אפור מטאלי,אזור גליל ועמקים,אוטומטית,8000.0,1,0,0
3545,2014, סובארו אימפרזה,170000,2,1600,לבן,אזור חדרה וישובי עמק חפר,אוטומטית,28000.0,0,1,0
3546,2009, סובארו B4,178000,5,1994,אפור מטאלי,אזור פתח תקוה והסביבה,אוטומטית,22000.0,0,0,0
3547,2009, סובארו B3 סדאן,227000,5,1498,לבן פנינה,אזור נתניה והסביבה,אוטומטית,9000.0,1,1,0
3548,2015, סובארו אימפרזה,95000,2,1600,שחור,אזור מודיעין והסביבה,אוטומטית,42800.0,0,1,0
3549,2008, סובארו B4,210000,3,1994,כחול כהה,אזור באר שבע והסביבה,אוטומטית,12000.0,0,0,0
3550,2015, סובארו אאוטבק,103000,1,2498,אפור מטאלי,אזור רמת גן - גבעתיים,אוטומטית,82000.0,0,1,0
3551,2008, סובארו B3 האצ’בק,140000,4,1498,כסוף,אזור רמת השרון - הרצליה,אוטומטית,15000.0,0,1,0
3552,2016, סובארו B4,148000,2,2498,לבן שנהב,אזור חולון - בת ים,אוטומטית,46000.0,1,1,0
3553,2017, סובארו B4,62000,1,2498,לבן פנינה,אזור חולון - בת ים,אוטומטית,90000.0,1,1,1
3554,2007, סובארו אימפרזה,139000,2,1498,אפור עכבר,אזור חיפה וחוף הכרמל,אוטומטית,13500.0,1,1,0
3555,2008, סובארו אימפרזה,160000,4,1498,כסוף מטאלי,אזור פתח תקוה והסביבה,אוטומטית,8800.0,1,1,0
3556,2016, סובארו אימפרזה,147000,2,1600,אפור מטאלי,אזור אשדוד - אשקלון,אוטומטית,39000.0,1,1,0
3557,2015, סובארו B4,268000,2,2498,שחור מטאלי,אזור רמת גן - גבעתיים,אוטומטית,41000.0,0,1,0
3558,2015, סובארו XV,59000,1,1600,לבן,אזור חיפה וחוף הכרמל,אוטומטית,70000.0,0,1,0
3559,2007, סובארו אימפרזה,200000,3,1498,לבן,אזור בית שמש והסביבה,אוטומטית,8900.0,0,0,0
3560,2010, סובארו B4,194000,3,1994,שחור מטאלי,אזור קריות,אוטומטית,22000.0,1,0,1
3561,2012, סובארו B4,280000,2,2457,אפור מטאלי,אזור כרמיאל והסביבה,אוטומטית,29900.0,0,0,0
3562,2009, סובארו B3 סדאן,208000,4,1498,שחור מטאלי,אזור רמלה - לוד,אוטומטית,12500.0,0,0,0
3563,2002, סובארו אימפרזה,239000,3,1597,לבן שנהב,אזור נתניה והסביבה,אוטומטית,NaN,0,1,1
3564,1994, סובארו ג’סטי,100,2,1199,לבן,אזור חולון - בת ים,ידנית,NaN,1,0,0
3565,2006, סובארו אימפרזה,197000,4,1597,כסוף מטאלי,אזור באר שבע והסביבה,אוטומטית,9000.0,0,0,0
3566,1999, סובארו אימפרזה,190000,10,1994,כחול בהיר מטאלי,אזור אשדוד - אשקלון,ידנית,55000.0,0,1,0
3567,2005, סובארו B4,215980,2,1994,כחול כהה מטאלי,אזור מושבים בצפון,אוטומטית,9998.0,0,0,0
3568,2015, סובארו XV,167000,1,1600,כסוף,אזור הוד השרון והסביבה,אוטומטית,55000.0,0,0,0
3569,2005, סובארו אימפרזה,245000,2,1597,אפור מטאלי,אזור רעננה - כפר סבא,אוטומטית,3500.0,0,0,0
3570,2011, סובארו B4,161000,4,1994,שחור,אזור בית שמש והסביבה,אוטומטית,20000.0,0,1,0
3571,2005, סובארו B4,297000,3,1994,אפור,אזור יישובי השומרון,אוטומטית,6000.0,0,0,0
3572,2013, סובארו אימפרזה,209000,3,1600,כסף מטלי,אזור חיפה וחוף הכרמל,אוטומטית,27500.0,1,1,0
3573,2013, סובארו אימפרזה,150000,3,1600,בורדו,אזור ירושלים והסביבה,אוטומטית,29000.0,0,1,1
3574,2013, סובארו אימפרזה,160000,3,1600,לבן פנינה,אזור רמלה - לוד,אוטומטית,29500.0,1,1,0
3575,2008, סובארו B4,178000,5,3000,שחור מטאלי,אזור בקעת אונו,אוטומטית,40000.0,1,0,0
3576,2003, סובארו אאוטבק,320000,6,3000,כסוף,אזור עכו - נהריה,אוטומטית,15000.0,0,0,0
3577,2008, סובארו B4,168000,3,1994,שחור,אזור מושבים בצפון,אוטומטית,12000.0,0,1,0
3578,2018, סובארו BRZ,51000,3,1998,לבן פנינה,אזור מושבים בשפלה,ידנית,NaN,1,1,1
3579,1992, סובארו לגאסי,283000,3,1820,לבן,אזור נס ציונה - רחובות,אוטומטית,12000.0,1,0,0
3580,2012, סובארו XV,185000,2,1995,שחור מטאלי,אזור קריות,אוטומטית,53000.0,1,0,0
3581,2006, סובארו אימפרזה,106000,7,2457,לבן,אזור חיפה וחוף הכרמל,ידנית,NaN,0,0,0
3582,2007, סובארו אימפרזה,220000,9,1994,כחול,אזור רעננה - כפר סבא,אוטומטית,12000.0,1,1,0
3583,2008, סובארו B3 האצ’בק,113000,3,1994,לבן פנינה,"אזור ראשל""צ והסביבה",אוטומטית,21500.0,1,1,0
3584,2004, סובארו B4,270000,3,1994,כסוף,אזור רמת גן - גבעתיים,אוטומטית,8100.0,0,1,0
3585,2006, סובארו אימפרזה,179000,3,1597,לבן מטאלי,אזור טבריה והסביבה,אוטומטית,9500.0,0,0,0
3586,2007, סובארו B4,181000,2,3000,אפור עכבר,אזור חיפה וחוף הכרמל,אוטומטית,40000.0,0,1,0
3587,2008, סובארו B4,160000,3,1994,אפור מטאלי,אזור אשדוד - אשקלון,אוטומטית,NaN,0,1,0
3588,2008, סובארו B4,207000,2,1994,כחול כהה,אזור פתח תקוה והסביבה,אוטומטית,NaN,1,1,0
3589,1997, סובארו אימפרזה,220000,2,1597,לבן פנינה,אזור רמת גן - גבעתיים,אוטומטית,5700.0,0,1,0
3590,2006, סובארו אאוטבק,390000,3,3000,כסוף מטאלי,אזור עכו - נהריה,אוטומטית,21000.0,0,1,0
3591,2006, סובארו אימפרזה,175000,6,1597,לבן,אזור גליל ועמקים,אוטומטית,10000.0,1,0,0
3592,2015, סובארו אימפרזה,100000,3,1600,שמפניה,אזור אשדוד - אשקלון,אוטומטית,35000.0,0,0,0
3593,2009, סובארו B3 סדאן,176000,3,1994,שחור מטאלי,אזור מושבים בצפון,אוטומטית,NaN,0,1,0
3594,2015, סובארו B4,150000,2,2498,כסוף מטאלי,אזור באר שבע והסביבה,אוטומטית,40000.0,1,0,0
3595,2017, סובארו אימפרזה,65000,1,1995,כחול כהה מטאלי,אזור פתח תקוה והסביבה,אוטומטית,NaN,0,0,0
3596,2013, סובארו XV,165000,4,1995,שחור,אזור מושבים בצפון,אוטומטית,NaN,0,0,0
3597,2007, סובארו אימפרזה,181000,5,2457,כחול מטאלי,אזור מושבים בצפון,ידנית,NaN,1,0,0
3598,2004, סובארו אימפרזה,285200,3,1597,לבן,אזור קריות,אוטומטית,6000.0,0,0,0
3599,2008, סובארו B3 האצ’בק,197000,3,1498,אפור מטאלי,אזור מושבים בצפון,אוטומטית,12000.0,0,0,0
3600,2018, סיטרואן C4,44178,1,1199,שחור מטאלי,אזור תל אביב,אוטומטית,68000.0,0,0,0
3601,2014, סיטרואן DS5,187600,1,1595,שחור,אזור תל אביב,אוטומטית,65000.0,1,1,0
3602,2018, סיטרואן C3,83000,1,1200,פרטית,אזור תל אביב,אוטומטית,65000.0,0,0,0
3603,2018, סיטרואן C4,40000,2,1199,לבן שנהב,אזור ירושלים והסביבה,אוטומטית,69300.0,0,0,0
3604,2016, סיטרואן C4,212000,1,1560,אפור עכבר,אזור תל אביב,ידנית,34000.0,0,1,1
3605,2017, סיטרואן C4,94350,2,1199,צהוב,אזור מודיעין והסביבה,ידנית,45500.0,1,1,1
3606,2013, סיטרואן C אליזה,118000,1,1199,לבן,אזור מושבים בצפון,ידנית,17000.0,1,0,0
3607,2012, סיטרואן C5,233000,3,1600,שחור,אזור ירושלים והסביבה,אוטומטית,8000.0,0,1,0
3608,2014, סיטרואן C-1,125000,2,998,אפור מטאלי,אזור הוד השרון והסביבה,אוטומטית,24000.0,1,1,1
3609,2014, סיטרואן C4 פיקאסו,300000,3,1600,לבן,אזור אשדוד - אשקלון,רובוטית,20000.0,1,1,0
3610,2012, סיטרואן C5,184000,1,1580,כסוף מטאלי,אזור רמלה - לוד,אוטומטית,26000.0,1,0,0
3611,2015, סיטרואן C4 פיקאסו,170000,2,1600,אפור עכבר,"אזור ראשל""צ והסביבה",אוטומטית,45000.0,1,0,0
3612,2015, סיטרואן C4,124000,2,1598,אפור עכבר,אזור כרמיאל והסביבה,אוטומטית,29000.0,0,0,1
3613,2003, סיטרואן C3,166000,4,1587,סגול מטאלי,אזור ירושלים והסביבה,אוטומטית,8910.0,1,0,0
3614,2011, סיטרואן C3,200000,3,1598,ברונזה מטאלי,אזור עמק יזרעאל,אוטומטית,11000.0,0,0,0
3615,2016, סיטרואן C1,78500,1,990,שחור,אזור באר שבע והסביבה,רובוטית,33000.0,0,1,0
3616,2021, סיטרואן C3,8100,1,1199,לבן,אזור באר שבע והסביבה,אוטומטית,102000.0,0,1,0
3617,2008, סיטרואן C4 פיקאסו,154000,3,2000,כחול כהה,אזור ירושלים והסביבה,רובוטית,13800.0,1,1,0
3618,2013, סיטרואן C3 פיקאסו,80000,3,1400,אפור,אזור חדרה וישובי עמק חפר,ידנית,22500.0,0,0,0
3619,2014, סיטרואן C אליזה,140000,2,1587,לבן מטאלי,אזור מושבים בשפלה,אוטומטית,20000.0,1,1,0
3620,2004, סיטרואן C3,130000,2,1587,כסוף,אזור בקעת אונו,אוטומטית,5000.0,0,0,0
3621,2018, סיטרואן C4,40000,2,1199,לבן שנהב,אזור ירושלים והסביבה,אוטומטית,69300.0,0,0,0
3622,2017, סיטרואן C4,94350,2,1199,צהוב,אזור מודיעין והסביבה,ידנית,45500.0,1,1,1
3623,2016, סיטרואן C4,212000,1,1560,אפור עכבר,אזור תל אביב,ידנית,34000.0,0,1,1
3624,2017, סיטרואן C3,108000,1,1199,כתום,אזור אשדוד - אשקלון,אוטומטית,57000.0,1,0,0
3625,2015, סיטרואן C4,112000,4,1598,שחור מטאלי,אזור אילת והערבה,אוטומטית,37000.0,0,0,0
3626,2012, סיטרואן C4,141000,3,1598,כסוף מטאלי,אזור רמת גן - גבעתיים,אוטומטית,14500.0,1,1,0
3627,2012, סיטרואן C1,101000,2,998,אדום,אזור תל אביב,אוטומטית,13800.0,0,0,0
3628,2012, סיטרואן C1,115000,1,998,אפור,אזור רמלה - לוד,ידנית,19000.0,0,1,0
3629,2009, סיטרואן C4,181000,4,1587,אפור,אזור חולון - בת ים,אוטומטית,9000.0,1,0,0
3630,2010, סיטרואן C5,213000,4,1997,כחול כהה מטאלי,אזור פתח תקוה והסביבה,רובוטית,11500.0,1,0,0
3631,2012, סיטרואן C4,148625,4,1598,לבן שנהב,אזור מושבים בצפון,רובוטית,12000.0,1,0,0
3632,2013, סיטרואן C4,108000,3,1598,לבן,אזור חיפה וחוף הכרמל,אוטומטית,19000.0,0,1,0
3633,2008, סיטרואן C4,155000,3,1997,כחול כהה,אזור ירושלים והסביבה,רובוטית,10000.0,1,0,0
3634,2012, סיטרואן C4,71000,3,1598,לבן,אזור חיפה וחוף הכרמל,אוטומטית,22000.0,1,0,0
3635,2012, סיטרואן C1,105000,2,998,כחול,אזור חולון - בת ים,אוטומטית,19000.0,1,1,0
3636,2015, סיטרואן C4,100000,2,1199,אפור מטאלי,אזור עכו - נהריה,אוטומטית,28000.0,0,1,1
3637,2009, סיטרואן C3,169500,3,1587,אדום,אזור רעננה - כפר סבא,אוטומטית,9500.0,0,1,0
3638,2006, סיטרואן C4,290000,2,1587,אפור מטאלי,אזור רמלה - לוד,אוטומטית,6000.0,0,1,0
3639,2011, סיטרואן C5,135000,3,1598,כחול כהה,אזור ירושלים והסביבה,אוטומטית,15800.0,1,0,0
3640,2015, סיטרואן C4,73500,1,1997,תכלת מטאלי,אזור גדרה יבנה והסביבה,אוטומטית,65000.0,1,1,1
3641,2017, סיטרואן C1,99000,1,998,שחור,"אזור ראשל""צ והסביבה",רובוטית,36000.0,0,1,0
3642,2008, סיטרואן C4,1920,4,1997,אפור עכבר,אזור עכו - נהריה,רובוטית,6000.0,0,0,0
3643,2011, סיטרואן C3,170000,2,1397,כחול בהיר,אזור ירושלים והסביבה,ידנית,10500.0,1,1,1
3644,2011, סיטרואן C5,87000,2,1598,לבן פנינה,אזור קריות,אוטומטית,20000.0,1,1,0
3645,2016, סיטרואן C1,65000,1,998,אפור,"אזור ראשל""צ והסביבה",אוטומטית,38000.0,1,0,0
3646,2016, סיטרואן C1,70000,3,998,שחור,אזור חדרה וישובי עמק חפר,ידנית,23500.0,0,1,0
